,title,media,date,datetime,desc,link,img
175,"DelVAX lets you find your COVID vaccine record, but you may ...",Delaware Public Media,"Sep 15, 2021",2021-09-15,"Talbott says the state also hopes to roll out an option to print a copy of 
your COVID vaccine card from the portal. That should come in handy if more 
employers...",https://www.delawarepublic.org/science-health-tech/2021-09-15/delvax-lets-you-find-your-covid-vaccine-record-but-you-may-need-to-update-your-info,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
176,Why Federal Research Bolsters the Case for Coronavirus Vaccine Mandates,The New York Times,"Sep 11, 2021",2021-09-11,"Just a day after President Biden issued broad mandates aimed at encouraging 
American workers to get vaccinated against the coronavirus, federal 
health...",https://www.nytimes.com/2021/09/10/health/coronavirus-vaccine-mandate.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
177,The tangled history of mRNA vaccines,Nature,"Sep 14, 2021",2021-09-14,"The RNA sequence used in the COVID-19 vaccine developed by Pfizer and 
BioNTech (Ψ is a modified form of the uridine nucleotide, U).",https://www.nature.com/articles/d41586-021-02483-w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
178,2VIDA! Tackles COVID Vaccine Hesitancy and Barriers in ...,UC San Diego Health,"Sep 1, 2021",2021-09-01,"Researchers at University of California San Diego School of Medicine have 
launched a medical outreach program to get COVID-19 vaccines to Latinx and 
African...",https://health.ucsd.edu/news/releases/Pages/2021-09-01-2vida-tackles-covid-vaccine-hesitancy-and-barriers-in-latinx-and-black-communities.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
179,NFLPA is investigating after Urban Meyer says vaccination ...,Chicago Tribune,"Sep 1, 2021",2021-09-01,"The NFL hasn't mandated COVID-19 vaccines but has incorporated strict 
protocols for players who aren't fully vaccinated. Meyer pointed to 
defensive end Josh...",https://www.chicagotribune.com/sports/breaking/ct-jacksonville-jaguars-urban-meyer-covid-19-vaccine-20210901-paiv2r7rcrhwhnlb2dbis2db4y-story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
180,Daiichi Sankyo Positions Its Covid Vaccine as a Booster in ...,Bloomberg.com,"Sep 5, 2021",2021-09-05,"Daiichi Sankyo Co. · Japan, which has vaccinated nearly half of its 
population, has deals with Pfizer, Moderna and AstraZeneca for enough shots 
to cover all its...",https://www.bloomberg.com/news/articles/2021-09-05/daiichi-sankyo-positions-its-covid-vaccine-as-a-booster-in-japan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
181,Third COVID Vaccine Shot Boosts Protection in Israeli Study,Scientific American,"Sep 17, 2021",2021-09-17,"Older Israelis who have received a third dose of a COVID-19 vaccine are 
much less likely to test positive for SARS-CoV-2 or to develop severe 
COVID-19 than...",https://www.scientificamerican.com/article/third-covid-vaccine-shot-boosts-protection-in-israeli-study1/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
182,A tale of two vaccines: The battles to fight polio and COVID-19,The San Diego Union-Tribune,"Sep 19, 2021",2021-09-19,"Of course there was some opposition to the polio vaccine, though nothing 
like the COVID vaccine resistance. In her biography of Salk, Jacobs said 
the opponents...",https://www.sandiegouniontribune.com/news/religion/story/2021-09-19/a-tale-of-two-vaccines-the-battles-to-fight-polio-and-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
183,Florida GOP State Senator Reportedly Wants To ‘Review’ Non-Covid Vaccine Mandates For Schoolchildren,Forbes,"Sep 23, 2021",2021-09-23,"Key Facts. Diaz, who tested positive for Covid-19 last winter and has 
affirmed that he is not vaccinated, says he's “firmly against vaccine...",https://www.forbes.com/sites/tommybeer/2021/09/23/florida-gop-state-senator-reportedly-wants-to-review-non-covid-vaccine-mandates-for-schoolchildren/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
184,Ipsos poll: Six out of 10 voters back Biden vaccine mandates,Axios,"Sep 14, 2021",2021-09-14,"And do you support a federal government rule that requires all business 
with 100 or more employees to make all staff be vaccinated or undergo 
regular COVID...",https://www.axios.com/2021/09/14/axios-ipsos-poll-covid-vaccine-mandates-biden,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
185,Navy Supports Mandatory COVID-19 Vaccination for all Active ...,Navy.mil,"Sep 1, 2021",2021-09-01,"While a mandatory COVID-19 vaccine is a new requirement for the Department 
of Defense, mandatory vaccinations are not. Currently there are 17 vaccines 
that...",https://www.navy.mil/Press-Office/News-Stories/Article/2761116/navy-supports-mandatory-covid-19-vaccination-for-all-active-duty-and-reserve-sa/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
186,Why firefighters are fighting Covid vaccine mandates,NBC News,"Sep 25, 2021",2021-09-25,"Still, he, like many firefighters nationwide, does not support mandates for 
Covid vaccines. Firefighter leadership and the rank and file are divided 
over such...",https://www.nbcnews.com/health/health-news/why-firefighters-are-fighting-covid-vaccine-mandates-n1280042,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
187,"Dozens Of Massachusetts State Police Troopers Resigning Over COVID Vaccine Mandate, Union Says",CBS Boston,"Sep 27, 2021",2021-09-27,"... their resignation papers as a result of the state's COVID vaccine 
mandate. ... About 20% of State Police employees are not vaccinated, 
according to the...",https://boston.cbslocal.com/2021/09/27/massachusetts-state-police-covid-vaccine-mandate-resignations/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
188,All ThedaCare employees will have to be vaccinated against COVID-19 by Nov. 22,The Post-Crescent,"Sep 22, 2021",2021-09-22,"APPLETON - All ThedaCare employees will have to get the COVID-19 vaccine by 
the end of November, the health system announced in a Wednesday press 
release.",https://www.postcrescent.com/story/news/health/2021/09/22/appleton-coronavirus-thedacare-mandates-covid-vaccine-staff/5820055001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
189,"Its COVID-19 vaccine bogged down in trials, Sanofi to manufacture BioNTech/Pfizer doses",Fortune,"Sep 10, 2021",2021-09-10,"The French biopharma giant Sanofi still doesn't have a COVID-19 vaccine to 
offer the world, so it's making other companies' vaccines instead.",https://fortune.com/2021/09/10/sanofi-biontech-mrna-covid-vaccine-frankfurt/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
190,Can the COVID-19 Vaccine Affect Your Testicles?,Cleveland Clinic Health Essentials,"Sep 28, 2021",2021-09-28,"So, I don't see a real mechanism for how these vaccines can cause 
testicular swelling.” Can the COVID-19 vaccine cause impotence or male 
infertility? Dr. Parekh...",https://health.clevelandclinic.org/can-the-covid-vaccine-affect-your-testicles/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
191,Executive Order on Ensuring Adequate COVID Safety ...,The White House,"Sep 9, 2021",2021-09-09,"September 9, 2021. Next Post: Executive Order on Requiring Coronavirus 
Disease 2019 Vaccination for Federal Employees Executive Order on 
Requiring...",https://www.whitehouse.gov/briefing-room/presidential-actions/2021/09/09/executive-order-on-ensuring-adequate-covid-safety-protocols-for-federal-contractors/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
192,"NC reacts to COVID vaccine order, from ‘the right thing’ to calling Biden a ‘dictator’",The News & Observer,"Sep 10, 2021",2021-09-10,"Biden's plan is part of a push to get a larger percentage of the country 
vaccinated as the coronavirus pandemic continues to surge and new spikes in 
cases...",https://www.newsobserver.com/news/business/article254118108.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
193,Executive Order on Requiring Coronavirus Disease 2019 ...,The White House,"Sep 9, 2021",2021-09-09,"Executive Order on Requiring Coronavirus Disease 2019 Vaccination for 
Federal Employees ... By the authority vested in me as President by the 
Constitution and the...",https://www.whitehouse.gov/briefing-room/presidential-actions/2021/09/09/executive-order-on-requiring-coronavirus-disease-2019-vaccination-for-federal-employees/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
194,How to replace your lost or damaged COVID vaccine card,KOKH,"Sep 28, 2021",2021-09-28,"OKLAHOMA CITY (KOKH) — They told you to hold onto it, but months ago, many 
didn't anticipate just how important our COVID vaccine cards would be.",https://okcfox.com/news/local/how-to-replace-your-lost-or-damaged-covid-vaccine-card,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
195,New vaccine requirement for U students | @theU,@theU,"Sep 1, 2021",2021-09-01,"The university accepts the FDA-approved Pfizer vaccine, as well as certain 
other COVID vaccines (Moderna, Johnson & Johnson). Fully vaccinated means 
two doses...",https://attheu.utah.edu/facultystaff/new-vaccine-requirement-for-university-of-utah-students/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
196,Pregnant Women Who Receive COVID-19 Vaccination Pass ...,NYU Langone Health,"Sep 22, 2021",2021-09-22,"Women who receive the mRNA COVID-19 vaccine during pregnancy pass high 
levels of antibodies to their babies, a new study finds. The effectiveness 
of the Pfizer–...",https://nyulangone.org/news/pregnant-women-who-receive-covid-19-vaccination-pass-protection-virus-their-newborns,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
197,Fact check: False claim of cancer rise since vaccine rollout,USA Today,"Sep 27, 2021",2021-09-27,"The claim: Cancer increased twentyfold among COVID-19 vaccinated due to 
suppressed T cells. As health systems across the country begin offering 
COVID-19 booster...",https://www.usatoday.com/story/news/factcheck/2021/09/27/fact-check-false-claim-cancer-rise-since-vaccine-rollout/8348140002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
198,What do you do if you lost your vaccination card?,WMUR,"Sep 23, 2021",2021-09-23,"With more venues and workplaces now requiring proof of COVID-19 
vaccination, many people are digging out their vaccine cards. But what 
happens if you can't...",https://www.wmur.com/article/what-do-you-do-if-you-lost-your-vaccination-card-new-hampshire/37712289,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
199,King County to require proof of vaccination or negative test for ...,Seattle.gov,"Sep 20, 2021",2021-09-20,"“Seattle was the first region in the country to feel the devastating 
effects of the COVID-19 virus, and we innovated and brought nation-leading 
testing and...",https://durkan.seattle.gov/2021/09/king-county-to-require-proof-of-vaccination-or-negative-test-for-many-outdoor-and-indoor-events-and-establishments-to-address-covid-19-spread/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
