,title,media,date,datetime,desc,link,img
54,"With Time and Without Masks, COVID-19 Vaccines Wane in ...",UC San Diego Health,"Sep 1, 2021",2021-09-01,"With Time and Without Masks, COVID-19 Vaccines Wane in Protection. Study of 
highly vaccinated health workers found more contagious delta variant, 
combined with...",https://health.ucsd.edu/news/releases/Pages/2021-09-01-with-time-and-without-masks-covid-19-vaccines-wane-in-protection.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
55,"India to restart COVID vaccine exports to COVAX, neighbours",Reuters,"Sep 20, 2021",2021-09-20,"NEW DELHI, Sept 20 (Reuters) - India will resume exports of COVID-19 
vaccines in the October quarter, prioritising the global vaccine-sharing 
platform COVAX...",https://www.reuters.com/world/india/india-resume-covid-vaccine-exports-next-quarter-2021-09-20/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
56,Rich countries to have 1.2bn surplus COVID vaccine doses,Al Jazeera,"Sep 5, 2021",2021-09-05,"Wealthy countries could potentially have a surplus of more than one billion 
COVID-19 vaccine doses available by the end of the year that are not 
designated...",https://www.aljazeera.com/news/2021/9/5/rich-countries-will-have-1-2bn-vaccine-dose-surplus-data-firm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
57,FDA Will Follow The Science On COVID-19 Vaccines For ...,US Food and Drug Administration,"Sep 10, 2021",2021-09-10,"We are therefore also eager to see COVID-19 vaccines available for young 
children. We also know that we all share the interest in making sure this 
process...",https://www.fda.gov/news-events/press-announcements/fda-will-follow-science-covid-19-vaccines-young-children,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
58,Here are the first 2 winners of Alaska's $49K COVID vaccine ...,KTOO,"Sep 16, 2021",2021-09-16,"The first two winners of the state of Alaska's COVID-19 vaccine sweepstakes 
were announced on Thursday. Their prize: $49,000 in either cash or 
scholarships.",https://www.ktoo.org/2021/09/16/alaska-covid-vaccine-lottery-first-winners/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
59,Anti COVID vaccine protesters clash with police in Greece,Reuters,"Sep 11, 2021",2021-09-11,"Protests against COVID-19 vaccinations began in July after the government 
announced the mandatory inoculation of health care workers and nursing home 
staff.",https://www.reuters.com/world/europe/anti-covid-vaccine-protesters-clash-with-police-greece-2021-09-11/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
60,Governor Cooper Pushes Vaccination Requirements and ...,Governor Roy Cooper,"Sep 9, 2021",2021-09-09,"The first weeks of school have brought more COVID cases among 
schoolchildren, which can lead to quarantines when schools don't have 
strong mask requirements in...",https://governor.nc.gov/news/press-releases/2021/09/09/governor-cooper-pushes-vaccination-requirements-and-urges-schools-districts-keep-mask-mandates,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
61,Tiny particles could make a powerful COVID vaccine,Nature,"Sep 23, 2021",2021-09-23,"The mRNA COVID-19 vaccines stimulate the immune system by exposing it to 
the SARS-CoV-2 protein, called spike, that enables the virus to latch on to 
cells.",https://www.nature.com/articles/d41586-021-02561-z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
62,United Airlines employees sue company over its 'draconian' COVID vaccine mandate,Fox Business,"Sep 22, 2021",2021-09-22,"Lawyers note that even the Biden administration's recent vaccine mandate 
accepts COVID-19 testing as an alternative to getting vaccinated.",https://www.foxbusiness.com/politics/united-airlines-employees-draconian-lawsuit-covid-vaccine-mandate,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
63,Sources - NBA players won't be required to get COVID-19 vaccination,ESPN,"Sep 14, 2021",2021-09-14,"NBA players will not be mandated to get vaccinated against COVID-19, league 
sources tell ESPN. The NBA and NBPA continue to negotiate aspects of...",https://www.espn.com/nba/story/_/id/32208394/sources-nba-players-required-get-covid-19-vaccination,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
64,Washington state employees union reaches tentative agreement with state over COVID vaccine mandate,KING 5,"Sep 4, 2021",2021-09-04,"Jay Inslee's COVID-19 vaccine mandate. ... their jobs on Oct. 18, which is 
the deadline set for state, healthcare and K-12 employees to be fully 
vaccinated.",https://www.king5.com/article/news/health/coronavirus/vaccine/washington-federation-of-state-employees-covid-19-vaccine-mandate-jay-inslee/281-cab87ba0-bd61-4bca-99ff-e0a140491280,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
65,L.A. considers sweeping indoor COVID-19 vaccine mandate,Los Angeles Times,"Sep 28, 2021",2021-09-28,"Los Angeles leaders on Wednesday will consider a sweeping law requiring 
adult customers to show proof of full COVID-19 vaccination to enter a wide 
array of...",https://www.latimes.com/california/story/2021-09-28/l-a-considers-sweeping-indoor-covid-19-vaccine-mandate,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
66,Republican backlash against Biden’s Covid vaccine mandate grows,The Guardian,"Sep 13, 2021",2021-09-13,"... arguing that Biden was acting unconstitutionally when he imposed the 
mandate, which will require the Covid-19 vaccine for millions of American 
workers,...",https://www.theguardian.com/us-news/2021/sep/12/joe-biden-covid-vaccine-mandate-republican-backlash,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
67,"Pope urges COVID inoculations, says vaccines are humanity's ...",Reuters,"Sep 15, 2021",2021-09-15,"Francis, who has been vaccinated against COVID, has often urged others to 
get ... ""Even in the College of Cardinals there are some vaccine 
negationists,"" he...",https://www.reuters.com/business/healthcare-pharmaceuticals/pope-urges-covid-inoculations-says-vaccines-are-humanitys-friends-2021-09-15/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
68,COVID vaccines: Widening inequality and millions vulnerable,UN News,"Sep 19, 2021",2021-09-19,"What is vaccine equity? A 76-year-old man shows his vaccination card after 
receiving a COVID-.",https://news.un.org/en/story/2021/09/1100192,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
69,Man punches nurse in the face multiple times after his wife is vaccinated for Covid,CNN,"Sep 23, 2021",2021-09-23,"... after she administered a Covid-19 vaccine to his wife without his 
permission. ... he asked the nurse why she vaccinated his wife without 
approval,...",https://www.cnn.com/2021/09/23/americas/covid-vaccine-assault-nurse-canada-trnd/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
70,Deadline Extended to Receive First COVID Vaccine Dose For Those Mandated in Illinois,NBC Chicago,"Sep 3, 2021",2021-09-03,"The Illinois vaccine mandate extension comes as the Friday deadline for 
Chicago employees looms, raising concerns for some leaders as a standoff 
between the...",https://www.nbcchicago.com/news/coronavirus/deadline-extended-to-receive-first-covid-vaccine-dose-for-those-mandated-in-illinois-pritzker-announces/2605373/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
71,Resurgence of SARS-CoV-2 Infection in a Highly Vaccinated ...,The New England Journal of Medicine,"Sep 30, 2021",2021-09-30,"Vaccine effectiveness exceeded 90% from March through June but fell to 
65.5% ... the month in which workers with Covid-19 completed the 
vaccination series;...",https://www.nejm.org/doi/full/10.1056/NEJMc2112981,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
72,Massachusetts State Police Troopers Resign Over A COVID ...,NPR,"Sep 27, 2021",2021-09-27,"Dozens of Massachusetts State Police troopers have put in their resignation 
papers following the state's COVID-19 vaccine mandate, the State Police...",https://www.npr.org/sections/coronavirus-live-updates/2021/09/27/1040961594/massachusetts-state-police-resign-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
73,Get vaccinated & enter to win $49K in statewide COVID-19 ...,City and Borough of Juneau,"Sep 2, 2021",2021-09-02,"Get vaccinated against COVID-19 and enter a sweepstakes to win $49,000 
through the Alaska Chamber's “Give AK a Shot” vaccine campaign.",https://juneau.org/newsroom-item/304725,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
74,"Michigan budget bill bans state COVID-19 vaccine mandates, many local school mask rules",Detroit Free Press,"Sep 21, 2021",2021-09-21,"Michigan public agencies may not require employees or customers be 
vaccinated against COVID-19 while state and local health officials cannot 
enact or...",https://www.freep.com/story/news/politics/2021/09/21/budget-bill-bans-covid-19-vaccine-mandates-school-mask-rules/5803622001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
75,Warriors' Andrew Wiggins clings to personal beliefs over COVID vaccine,NBC Sports,"Sep 27, 2021",2021-09-27,"Toiling in shadows brought comfort to Andrew Wiggins. Now, as he bucks the 
tide of the relentless COVID-19 pandemic, all eyes are on him. He's in the 
spotlight.",https://www.nbcsports.com/bayarea/warriors/warriors-andrew-wiggins-clings-personal-beliefs-over-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
76,Detroit Red Wings' Tyler Bertuzzi calls refusing COVID-19 ...,Detroit Free Press,"Sep 23, 2021",2021-09-23,"Teams cannot mandate a player be vaccinated, but they suspend him without 
pay for missing hockey activities. Bertuzzi would miss upwards of $400,000 
because he...",https://www.freep.com/story/sports/nhl/red-wings/2021/09/23/detroit-red-wings-tyler-bertuzzi-my-choice-refuse-covid-vaccine/5828912001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
77,Joe Rogan Says He Has COVID-19 And Has Taken The Drug ...,NPR,"Sep 1, 2021",2021-09-01,"Joe Rogan, the mega-popular podcast host who has suggested that young, fit 
people don't need to get the COVID-19 vaccine, has announced he tested 
positive...",https://www.npr.org/2021/09/01/1033485152/joe-rogan-covid-ivermectin,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
78,Moderna turns to biotech startup to ramp up Covid vaccine ...,Stat News,"Sep 8, 2021",2021-09-08,"National Resilience will manufacture mRNA to produce the Moderna Covid-19 
vaccine at its facility in Mississauga, Ontario, for worldwide 
distribution. The...",https://www.statnews.com/2021/09/08/moderna-turns-to-biotech-startup-to-ramp-up-covid-vaccine-manufacturing/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
79,Northam to those who refuse COVID vaccine: 'Think how you ...,Richmond Times-Dispatch,"Sep 27, 2021",2021-09-27,"Nearly all new COVID-19 cases are of those who were not vaccinated, and the 
data shows that vaccinations have few serious side effects, Northam said at 
a Monday...",https://richmond.com/news/state-and-regional/govt-and-politics/northam-to-those-who-refuse-covid-vaccine-think-how-you-want-your-obituary-to-read/article_881c3964-aa23-51ae-ac57-a23ea8ac635e.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
80,Judge issues temporary halt to state's Covid vaccine mandate on all health care workers,Buffalo News,"Sep 14, 2021",2021-09-14,"Kathy Hochul and New York State from proceeding with a Covid-19 vaccine 
mandate on all health care workers. The decision by U.S. District Court 
Judge David Hurd...",https://buffalonews.com/news/state-and-regional/judge-issues-temporary-halt-to-states-covid-vaccine-mandate-on-all-health-care-workers/article_d6ddb822-1586-11ec-aa24-c7842ff661b8.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
81,"NJ governor debate: Murphy, Ciattarelli clash on COVID vaccine, taxes and abortion",North Jersey Media Group,"Sep 28, 2021",2021-09-28,"Gov. Phil Murphy and Republican challenger Jack Ciattarelli clashed as 
expected Tuesday night on vaccine requirements, abortion rights, LGBTQ 
education and...",https://www.northjersey.com/story/news/new-jersey/2021/09/28/nj-debate-phil-murphy-jack-ciattarelli-clash-taxes-covid/5887246001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
82,"CDC Says COVID, Flu Vaccines Can Be Co-Administered",Medscape,"Sep 16, 2021",2021-09-16,"""We believe flu vaccination is very important in the context of ongoing 
COVID-19 activity,"" said Lisa A. Grohskopf, MD, MPH, medical officer,...",https://www.medscape.com/viewarticle/958848,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
83,Mills Administration Provides More Time for Health Care ...,Maine.gov,"Sep 2, 2021",2021-09-02,"“My goal is that every health care worker in Maine is vaccinated. ... 
COVID-19 vaccines are free and widely available throughout the state.",http://www.maine.gov/governor/mills/news/mills-administration-provides-more-time-health-care-workers-meet-covid-19-vaccination,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
84,KFF COVID-19 Vaccine Monitor: September 2021,KFF,"Sep 28, 2021",2021-09-28,"The KFF COVID-19 Vaccine Monitor is an ongoing research project tracking 
the public's attitudes and experiences with COVID-19 vaccinations.",https://www.kff.org/coronavirus-covid-19/poll-finding/kff-covid-19-vaccine-monitor-september-2021/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
85,Top US health official warns 'flat-earthers' holding nation back on COVID-19 vaccine rates,Courier-Journal,"Sep 21, 2021",2021-09-21,"— President Joe Biden's top human services official on Tuesday urged 
Kentuckians to keep up the fight to get more people vaccinated against 
COVID-19 — and to...",https://www.courier-journal.com/story/news/politics/ky-legislature/2021/09/21/top-us-health-official-flat-earthers-hurting-covid-vaccine-rates/5797328001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
86,Colorado nurse transforms Covid vaccine vials into a work of art to show appreciation for health care workers,CNN,"Sep 5, 2021",2021-09-05,"(CNN) A public health nurse in Colorado took empty Covid-19 vaccine vials 
and made them into beautiful art, paying tribute to her fellow healthcare 
workers.",https://www.cnn.com/2021/09/05/us/nurse-creates-chandelier-moderna-vaccine-vials-trnd/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
87,"NYC, teachers union continue negotiations over COVID vaccine mandate",Chalkbeat New York,"Sep 8, 2021",2021-09-08,"New York City and the teachers union are still negotiating the details of a 
vaccination mandate for school staff. Above, someone gets vaccinated at a 
city site.",https://ny.chalkbeat.org/2021/9/8/22663061/nyc-teachers-union-negotiations-covid-vaccine-mandate,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
88,Will NY's COVID vaccine mandate for health workers trigger staff shortages? What to know,Lohud,"Sep 9, 2021",2021-09-09,"New York's COVID-19 vaccine mandate for health care workers has ignited 
concerns that nearly 130,000 unvaccinated staff at hospitals and nursing 
homes will...",https://www.lohud.com/story/news/coronavirus/2021/09/09/will-ny-revise-ny-covid-vaccine-mandate/5774999001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
89,375 Novant Health Employees Suspended For Not Following ...,WFAE,"Sep 21, 2021",2021-09-21,"Novant Health has temporarily suspended around 375 employees for not 
following its COVID-19 vaccination policy, the North Carolina-based 
hospital system...",https://www.wfae.org/health/2021-09-21/375-novant-health-employees-suspended-for-not-following-covid-vaccine-policy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
90,North Korea rejects offer of nearly 3 million Sinovac COVID-19 ...,Reuters,"Sep 1, 2021",2021-09-01,"Vials of China's Sinovac COVID-19 vaccine are seen in the visual inspection 
unit of the Holding Company for Biological Products and Vaccines ""Vacsera"" 
in...",https://www.reuters.com/world/asia-pacific/north-korea-turns-down-sinovac-covid-19-vaccine-doses-wsj-2021-09-01/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
91,"Report: John Smoltz, Al Leiter to Leave MLB Network Studios After COVID-19 Vaccine Refusal",Sports Illustrated,"Sep 1, 2021",2021-09-01,"Former All-Star pitchers John Smoltz and Al Leiter will end their in-studio 
work with MLB Network after refusing to receive the COVID-19 vaccine,...",https://www.si.com/mlb/2021/09/01/john-smoltz-al-leiter-refuse-covid-19-vaccine-mlb-network,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
92,Do COVID-19 vaccines affect periods? Expert calls for ...,Medical News Today,"Sep 17, 2021",2021-09-17,"COVID-19 vaccines can cause several side effects, which are mostly mild. 
However, changes to menstrual cycles or unexpected vaginal bleeding are not 
among...",https://www.medicalnewstoday.com/articles/do-covid-19-vaccines-affect-menstrual-cycles-expert-calls-for-investigation,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
93,"15 million Covid vaccine doses thrown away in the U.S. since March, new data shows",NBC News,"Sep 1, 2021",2021-09-01,"Pharmacies and state governments in the United States have thrown away at 
least 15.1 million doses of Covid-19 vaccines since March 1, according to...",https://www.nbcnews.com/news/us-news/america-has-wasted-least-15-million-covid-vaccine-doses-march-n1278211,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
94,Nicki Minaj’s COVID-19 vaccine tweet about swollen testicles signals the dangers of celebrity misinformation and fandom,The Conversation,"Sep 20, 2021",2021-09-20,"Nicki Minaj's COVID-19 vaccine tweet about swollen testicles signals the 
dangers of celebrity misinformation and fandom. Published: September 20, 
2021 4.25pm...",https://theconversation.com/nicki-minajs-covid-19-vaccine-tweet-about-swollen-testicles-signals-the-dangers-of-celebrity-misinformation-and-fandom-168242,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
95,"As Vaccine Mandates Take Effect, Religious Exemption ...",NPR,"Sep 28, 2021",2021-09-28,"More and more employers are ordering workers to get vaccinated against 
COVID-19 without the option of getting tested instead. Now workers are 
pushing back.",https://www.npr.org/2021/09/28/1041017591/getting-a-religious-exemption-to-a-vaccine-mandate-may-not-be-easy-heres-whyf,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
96,Draymond Green says he won't push Golden State Warriors teammate Andrew Wiggins to get COVID-19 vaccine,ESPN,"Sep 30, 2021",2021-09-30,"So why would I go ask him if he got a COVID vaccine? ... It's not my place 
or my business on whether he gets vaccinated or not -- it's your own 
personal choice...",https://www.espn.com/nba/story/_/id/32314929/draymond-green-says-push-golden-state-warriors-teammate-andrew-wiggins-get-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
97,France's new travel restriction bans unvaccinated US tourists,USA Today,"Sep 10, 2021",2021-09-10,"France already requires vaccination proof or a coronavirus test to visit 
... ▻Travel testing:Here's what travelers should know about at-home 
COVID-19 tests.",https://www.usatoday.com/story/travel/news/2021/09/10/france-travel-restrictions-covid-vaccine/8271865002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
98,Vaccination reduces need for emergency care in ...,The Lancet,"Sep 9, 2021",2021-09-09,"The need for emergency care/hospitalization due to breakthrough COVID-19 is 
an exceedingly rare event in fully vaccinated patients. As vaccination has 
increased...",https://www.thelancet.com/journals/lanam/article/PIIS2667-193X(21)00061-2/fulltext,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
99,"Vaccine requirements specific to New York City and San Francisco will be enforced for teams in those cities, NBA memo says",ESPN,"Sep 1, 2021",2021-09-01,"Both cities recently passed laws requiring some level of COVID-19 
vaccination in various settings. In New York, beginning on Sept. 13, anyone 
over the age...",https://www.espn.com/nba/story/_/id/32128601/vaccine-requirements-specific-new-york-city-san-francisco-enforced-teams-cities-nba-memo-says,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
100,The COVID Vaccine is Safe During Pregnancy,University of Utah Health,"Sep 9, 2021",2021-09-09,"But is the vaccine safe for you and your developing child? Dr. Kirtly Jones 
shares the latest research about the safety of COVID-19 vaccines in 
pregnant...",https://healthcare.utah.edu/the-scope/shows.php?shows=1_je3ngz3g,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
101,IHL bans COVID vaccine mandates at MS colleges,Mississippi Today,"Sep 20, 2021",2021-09-20,"The Board of Trustees of the Institutions of Higher Learning voted last 
week to ban public universities from requiring the COVID-19 vaccine for 
students,...",https://mississippitoday.org/2021/09/20/ihl-board-bans-covid-19-vaccine-mandates/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
102,"Murphy orders vaccine, mask mandates at NJ day care facilities",North Jersey Media Group,"Sep 20, 2021",2021-09-20,"Workers at day care facilities in New Jersey will have to be fully 
vaccinated for COVID-19 within five weeks or be subject to weekly testing 
under an...",https://www.northjersey.com/story/news/coronavirus/2021/09/20/nj-daycare-covid-vaccine-requirements/5785351001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
103,COVID-19 vaccine or negative test to be required at Bridgestone Arena,News Channel 5,"Sep 13, 2021",2021-09-13,"NASHVILLE, Tenn. (WTVF) — Attendees of Predators games or any Bridgestone 
Arena event will need to provide proof of COVID-19 vaccination or a 
negative test...",https://www.newschannel5.com/news/covid-19-vaccine-or-negative-test-to-be-required-at-bridgestone-arena,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
104,"COVID vaccine: Vivint Arena updates policy for concerts, Utah Jazz games",Deseret News,"Sep 24, 2021",2021-09-24,"We ask Jazz fans to get vaccinated to help stop the surge. We stand united 
with health care professionals on the importance of vaccinations. We 
believe this is...",https://www.deseret.com/2021/9/1/22650995/covid-vaccine-proof-negative-covid-test-required-for-utah-concert-venues,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
105,Italy may eventually make COVID vaccine shots compulsory ...,Reuters,"Sep 2, 2021",2021-09-02,"People receive a dose of the Moderna vaccine against the coronavirus 
disease (COVID-19), a day before the wider Green Pass restrictions, where 
Italians will...",https://www.reuters.com/world/europe/italy-plans-third-covid-vaccine-shots-most-fragile-health-minister-2021-09-02/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
106,"A nurse's training didn't protect her from vaccine misinformation. Now, she's one of the victims of Covid-19",CNN,"Sep 21, 2021",2021-09-21,"And even as her mother lay in a coma in a hospital bed, fighting for life 
against Covid, Natalie advised her family against being vaccinated. ""She 
was telling...",https://www.cnn.com/2021/09/21/us/idaho-covid-crisis-nurse-death/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
107,Majority in US Supports Biden COVID-19 Vaccine Mandates,Gallup News,"Sep 24, 2021",2021-09-24,"WASHINGTON, D.C. -- Americans generally approve of President Joe Biden's 
Sept. 9 plan mandating that millions of U.S. workers be vaccinated against 
COVID-19...",https://news.gallup.com/poll/354983/majority-supports-biden-covid-vaccine-mandates.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
108,"King County to require proof of vaccination for indoor dining, gyms and events starting Oct. 25",KING 5,"Sep 16, 2021",2021-09-16,"People who are unvaccinated will need to show a negative COVID-19 test 
taken within the last 72 hours if they want to dine indoors in King County. 
Author: Helen...",https://www.king5.com/article/news/health/coronavirus/vaccine/king-county-proof-of-vaccination-indoor-dining-events/281-5469ac11-6b6b-4365-b7b2-0c8459039a56,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
109,Feinstein Introduces Bill Requiring COVID-19 Vaccine ...,Senator Dianne Feinstein,"Sep 29, 2021",2021-09-29,"The bill would also require the CDC's Advisory Committee on Immunization 
Practices to make recommendations for COVID-19 vaccine use in health care 
settings...",https://www.feinstein.senate.gov/public/index.cfm/press-releases?id=09C19B4C-EB81-4CD1-B793-486B573EA1D1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
110,Safety and immunogenicity of an inactivated COVID-19 ...,The Lancet,"Sep 15, 2021",2021-09-15,"An efficacious vaccine for children and adolescents could therefore assist 
pandemic control. For further evaluation of the inactivated COVID-19 
vaccine...",https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00462-X/fulltext,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
111,Delaware will require teachers and school staff members to be vaccinated or undergo COVID-19 testing,Delaware Online,"Sep 28, 2021",2021-09-28,"Delaware will require teachers to be vaccinated or undergo regular testing 
for COVID-19, Gov. John Carney announced Tuesday. The requirement, which 
will be...",https://www.delawareonline.com/story/news/education/2021/09/28/delaware-teachers-staff-members-must-vaccinated-covid-19-gov-john-carney-says/5897190001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
112,Share Of Adults Who Won't Get COVID-19 Vaccine Drops 5 ...,NPR,"Sep 3, 2021",2021-09-03,"That's down from 24% in a Marist poll from the end of July. The number of 
Americans who say they have gotten or will get a COVID vaccine is up to 
79%, a 5-point...",https://www.npr.org/2021/09/03/1033750072/the-share-of-u-s-adults-willing-to-get-vaccinated-ticks-up-a-new-poll-finds,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
113,How Companies Will Navigate Biden's COVID Vaccine Mandate,WebMD,"Sep 10, 2021",2021-09-10,"10, 2021 -- Since the Biden administration announced stronger vaccine 
requirements for federal employees, larger private businesses and health 
care...",https://www.webmd.com/vaccines/covid-19-vaccine/news/20210910/how-companies-are-navigating-biden-covid-vaccine-mandate,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
